date,strategy,benchmark,strategy_return,benchmark_return
2018-01-02,0.9998252495748174,0.9977127644435925,-0.00017475042518255712,-0.0022872355564075297
2018-01-03,1.0033177037495797,1.0014540141242971,0.0034930645892845558,0.0037498264170159334
2018-01-04,1.0097987130933328,1.0080915824879166,0.006459578376353026,0.006627931257955577
2018-01-05,1.0163466695123167,1.0166194755947324,0.00648441747259243,0.008459442827376318
2018-01-08,1.0161211558813197,1.016097031284886,-0.0002218865252986424,-0.000513903503118307
2018-01-09,1.0177800898233367,1.0210445211704786,0.001632614312196079,0.004869111643143187
2018-01-10,1.017188733181594,1.0202397115865403,-0.0005810259481939806,-0.0007882218328890689
2018-01-11,1.024389276412474,1.0282451603835092,0.00707886648366407,0.007846635164318272
2018-01-12,1.0314947826998537,1.0374974759249314,0.006936334117303433,0.008998161039699193
2018-01-16,1.0299669885767375,1.0370950350525536,-0.001481145759280822,-0.0003878957604392941
2018-01-17,1.0398359024980313,1.0502494467341617,0.00958177692173523,0.012683901896166638
2018-01-18,1.0368572253446655,1.0465483184673072,-0.0028645646358334,-0.0035240468617845355
2018-01-19,1.0386866838943036,1.0486575069662716,0.0017644266779641704,0.0020153761290766514
2018-01-22,1.0448212975131732,1.0544536802121,0.005906125219464098,0.005527231920168685
2018-01-23,1.046534283641572,1.0540106849609747,0.0016395015420109793,-0.00042011826544741115
2018-01-24,1.0473735153552353,1.0568284926757803,0.0008019151658777979,0.002673414752820902
2018-01-25,1.050393069190078,1.0615778289598767,0.0028829770760612217,0.00449395177837375
2018-01-26,1.0625496411186632,1.070271258979232,0.011573355046943234,0.00818915936467235
2018-01-29,1.0558315850394469,1.0632279303456857,-0.0063225809122137155,-0.006580881785299808
2018-01-30,1.0418874060852144,1.048979921493398,-0.013206821193658014,-0.013400709712032666
2018-01-31,1.0420706960268598,1.052280340747465,0.00017592106457464673,0.003146313086115571
2018-02-01,1.0427558291740089,1.0530044745388063,0.0006574728084778325,0.0006881567233565367
2018-02-02,1.0170379948628228,1.0260778102666255,-0.02466333305617463,-0.025571272414558477
2018-02-05,0.9711810555831362,0.9791468688277295,-0.04508871793513647,-0.04573818960835052
2018-02-06,0.9911216014782915,1.0020485470896043,0.020532264072204542,0.02338942092445606
2018-02-07,0.9894373973986379,1.0012438096664815,-0.0016992910629145541,-0.0008030922508296401
2018-02-08,0.9503018433920742,0.9606319909089744,-0.0395533402208732,-0.04056136813573419
2018-02-09,0.9652202825678237,0.9741558659699213,0.015698632260354728,0.014078101904716034
2018-02-12,0.9799775518512673,0.9908190251821889,0.0152890169736013,0.01710522904430367
2018-02-13,0.9809162422871388,0.9924292937974132,0.0009578693247598302,0.0016251894385337362
2018-02-14,0.9910424765528363,1.0034175820960143,0.010323240485942797,0.011072112005637846
2018-02-15,1.0036111008166018,1.0162973497108714,0.012682225596912122,0.012835899873264056
2018-02-16,1.0053512154292539,1.0167210780240505,0.0017338534928881266,0.00041693340369297616
2018-02-20,0.9940099421337883,1.0061891347275864,-0.01128090673329829,-0.010358734095424094
2018-02-21,0.9860000672614326,0.9996110268765785,-0.008058143618927316,-0.006537645482316612
2018-02-22,0.9912391630728601,1.0067537209541388,0.005313484233301136,0.0071454734746960735
2018-02-23,1.0060792838966532,1.0205548378712224,0.014971281782076185,0.013708533308427917
2018-02-26,1.0224456290500268,1.036735529865861,0.01626745070227953,0.015854799168254274
2018-02-27,1.0097551266496838,1.0247915437164856,-0.012411909288647438,-0.01152076475175945
2018-02-28,0.9953079554141688,1.009618866164422,-0.014307598797195453,-0.014805623294898207
2018-03-01,0.9806592888839336,0.9925901402568948,-0.014717722741540484,-0.016866489403293272
2018-03-02,0.9808835529394742,0.9900478425386351,0.00022868702523148876,-0.0025612764172751046
2018-03-05,0.9923586350528768,1.004130747443281,0.011698720076419367,0.014224469060540645
2018-03-06,0.9935563470086678,1.004130747443281,0.0012069345834100353,0.0
2018-03-07,0.9901842058862607,1.0011849264403994,-0.003394010951225601,-0.0029337026182918446
2018-03-08,0.9949688284527942,1.0053416059404114,0.004832053003967163,0.004151759969849511
2018-03-09,1.0123934829887014,1.0231768732914683,0.017512764257150648,0.017740504566478688
2018-03-12,1.0080312544847918,1.0167210780240505,-0.004308827128195025,-0.006309559408482435
2018-03-13,1.0008062284626786,1.0096991811529388,-0.007167462308305006,-0.006906414180729348
2018-03-14,0.9927862356087255,1.0002571548255241,-0.008013532116274424,-0.009351326121343484
2018-03-15,0.9956393531593183,1.0047766589097777,0.0028738488188682076,0.0045183421707610805
2018-03-16,0.9984248226266231,1.0070163863253874,0.0027976691142892474,0.00222907986142884
2018-03-19,0.9852461448020877,0.9941203103660515,-0.01319946932996452,-0.01280622255452446
2018-03-20,0.98794928579366,0.9989306225399017,0.0027436199632278058,0.004838762596127699
2018-03-21,0.9870809692204975,0.9969905068334747,-0.0008789080427999973,-0.0019421926434631809
2018-03-22,0.9617077534289776,0.9676411153156053,-0.025705303397306145,-0.029437984932359607
2018-03-23,0.9442357612976302,0.9505404450742496,-0.018167673151277874,-0.01767253372215183
2018-03-26,0.9697998919872257,0.977586030371655,0.0270738852915966,0.028452850625722448
2018-03-27,0.958720871190333,0.9633151465406072,-0.011424027666357639,-0.014598084861771499
2018-03-28,0.9579701392805481,0.9632752416092062,-0.0007830557697704466,-4.14245862783158e-05
2018-03-29,0.9688588607949896,0.9758878698822052,0.01136645190487795,0.013093483283063367
2018-04-02,0.9474531788029424,0.9546643635636716,-0.022093705139346054,-0.021747894377553312
2018-04-03,0.9622640941888363,0.9708344479183171,0.015632345446987328,0.016937978384658825
2018-04-04,0.9724485339080541,0.9801732842784555,0.010583830136364991,0.009619391215631934
2018-04-05,0.981221606271997,0.9900778614382064,0.009021631539394503,0.010104924627732492
2018-04-06,0.959424622060276,0.9667111067154255,-0.02221412988910354,-0.023600926384555132
2018-04-09,0.9626570359723883,0.9691367203937652,0.0033691171122656183,0.002509140177959779
2018-04-10,0.978938768268786,0.986438935794983,0.016913326021609887,0.017853224459586814
2018-04-11,0.9719616523657328,0.977828707196795,-0.007127224019733092,-0.008728597671632699
2018-04-12,0.9826809317413847,0.9896731114197079,0.01102850030097513,0.012112964301148388
2018-04-13,0.9804373736418358,0.9847006538916829,-0.0022830992513237502,-0.005024343362114658
2018-04-16,0.9881232443451506,0.9929478414231806,0.00783922656351388,0.008375324520100147
2018-04-17,0.9973794635698137,1.0017609140759236,0.00936747442956598,0.008875665251571796
2018-04-18,0.9952309790163228,1.00006282574729,-0.002154129528395332,-0.0016951033972012475
2018-04-19,0.9929838452428591,0.9967881679046335,-0.0022579017543091773,-0.0032744521227550116
2018-04-20,0.9867132387040901,0.9888685904790341,-0.0063149129452708674,-0.007945095739095076
2018-04-23,0.9878992849250348,0.9883426824500064,0.0012020171357003395,-0.0005318280245637519
2018-04-24,0.9756936045390445,0.9711119062569029,-0.012355186983374011,-0.017434009983652743
2018-04-25,0.9744897792642546,0.9735794453694995,-0.0012338148668696869,0.0025409420857660514
2018-04-26,0.985113914510898,0.9833674106501467,0.010902254156697877,0.01005358661504241
2018-04-27,0.9861522981895683,0.9826800788751069,0.0010540747251406302,-0.0006989572438498293
2018-04-30,0.9786463357743386,0.9769769209214597,-0.007611362290601109,-0.005803677184720857
2018-05-01,0.975910177524744,0.9738219778730071,-0.002795860107553172,-0.003229291276888091
2018-05-02,0.9685116990978079,0.967147896136351,-0.00758110592278205,-0.006853492618058787
2018-05-03,0.9671620612127577,0.9671079190441335,-0.0013935173796117972,-4.133503508318981e-05
2018-05-04,0.980077419028252,0.9809410032028278,0.013353871428020359,0.014303557944563838
2018-05-07,0.9829547051346275,0.9845811555799281,0.002935774307736061,0.0037108779888035404
2018-05-08,0.9829596525265332,0.9845811555799281,5.033184011349334e-06,0.0
2018-05-09,0.9905202016620546,0.9925897794528135,0.007691616961172487,0.008134041391609115
2018-05-10,0.9992438792440151,1.0009224775515995,0.008807167756218037,0.00839490620523975
2018-05-11,1.0038782662459576,1.0052903717608546,0.0046378938097160205,0.004363868638397994
2018-05-14,1.0062394106290795,1.008243120202099,0.0023520226132114352,0.002937209510991634
2018-05-15,0.9996996435733132,1.0003150278001787,-0.006499215779749434,-0.007863274485157001
2018-05-16,1.0043463838416804,1.0029851944848815,0.004648136365996924,0.0026693257728767072
2018-05-17,1.0019183415196415,1.0020542477940901,-0.0024175347879000775,-0.0009281759051982252
2018-05-18,0.9996034473114489,1.0018800515835968,-0.002310461953098475,-0.00017383910190171825
2018-05-21,1.0099737649384053,1.0138056367248218,0.010374431635713721,0.011903206498996566
2018-05-22,1.0052817703316634,1.006666550688076,-0.004645659887044684,-0.0070418685575759365
2018-05-23,1.0047961520943203,1.0084917142141734,-0.0004830667895061591,0.001813076559313176
2018-05-24,1.0023245415911928,1.0055717989443353,-0.0024598128664962138,-0.0028953289637221324
2018-05-25,0.9995379756369683,1.003381140883794,-0.0027801034880386988,-0.002178519786295796
2018-05-29,0.9854475222121517,0.987480721499576,-0.014096966566815361,-0.015846838989033274
2018-05-30,0.9981427652859245,1.000663781025246,0.01288271854930878,0.013350194326477771
2018-05-31,0.989067866142533,0.9904416241130595,-0.009091784721589335,-0.010215376139339427
2018-06-01,0.9987934417860644,0.9992842105396599,0.009833072104002527,0.008927922869274463
2018-06-04,1.004645128459888,1.0067473708023065,0.00585875560352056,0.007468506140626552
2018-06-05,1.0041843441211855,1.0065451040342814,-0.0004586538327309153,-0.0002009111460244961
2018-06-06,1.015682383878071,1.0202140223359455,0.011450128479097321,0.01358003555615972
2018-06-07,1.0191509652848905,1.0243109526800798,0.00341502566341223,0.004015755767357243
2018-06-08,1.0224361158128477,1.027312914798025,0.003223418943668399,0.002930713676438268
2018-06-11,1.0218879549812172,1.0277992065389165,-0.0005361321095300742,0.00047336282245336037
2018-06-12,1.0218453264216178,1.0274344336126358,-4.1715492771543516e-05,-0.0003549067988767307
2018-06-13,1.0172523849226203,1.0228914051022757,-0.004494752170645544,-0.004421721096484976
2018-06-14,1.0167806718650336,1.022120438941171,-0.00046371290407198895,-0.0007537126201853095
2018-06-15,1.0142613085554,1.0185705597452333,-0.002477784422290852,-0.0034730537231162373
2018-06-18,1.0090743166026583,1.0144672792492668,-0.0051140587824742845,-0.004028469561296544
2018-06-19,1.0010736809336236,1.0028900143682116,-0.00792868824168591,-0.011412161947325417
2018-06-20,0.9995719750052793,1.0011836997065227,-0.001500095304617144,-0.0017013975981841067
2018-06-21,0.9922809991965842,0.993221836042585,-0.00729409786489521,-0.007952450350791285
2018-06-22,0.9987040329461122,0.9980562499290717,0.006472998832718346,0.00486740596214541
2018-06-25,0.9866336804020271,0.9843250568429607,-0.012086015622144175,-0.01375793507338574
2018-06-26,0.9899387060138701,0.9857879009105305,0.0033498001107121755,0.0014861392152929476
