signal_date,execution_date,model,configuration,selected,predictions,target_invested_weight,market_regime,turnover,transaction_cost,portfolio_value_before_trade
2019-12-31,2020-01-02,ridge_cross_sectional_next_month_return,"{'alpha': 0.1, 'top_n': 30, 'weighting': 'equal', 'rebalance_months': 3}","['AAPL', 'WBA', 'CAT', 'INTC', 'UNH', 'NKE', 'GS', 'MMM', 'V', 'BA', 'IBM', 'CVX', 'CSCO', 'XOM', 'PFE', 'DOW', 'RTX', 'VZ', 'MSFT', 'HD', 'WMT', 'JNJ', 'AXP', 'MRK', 'TRV', 'JPM', 'DIS', 'MCD', 'PG', 'KO']","{'AAPL': 0.011556240553045593, 'WBA': 0.00800641555136128, 'CAT': 0.0060569779746865605, 'INTC': 0.004343600913927708, 'UNH': 0.0042128683759865785, 'NKE': 0.00346986567658623, 'GS': 0.003389959516745449, 'MMM': 0.0033587695662408872, 'V': 0.0031357162619173235, 'BA': 0.0028245835038029996, 'IBM': 0.0019995969475050165, 'CVX': 0.0017443447030075967, 'CSCO': 0.0016910671272714777, 'XOM': 0.0015224858824660695, 'PFE': -0.001073242666712653, 'DOW': -0.0010894211460570086, 'RTX': -0.0011292614603184577, 'VZ': -0.0011859041841181112, 'MSFT': -0.0013147677396286419, 'HD': -0.001577152426823184, 'WMT': -0.002156319028727194, 'JNJ': -0.0026020908528611923, 'AXP': -0.0040638588633156655, 'MRK': -0.004337781778699767, 'TRV': -0.004613894361806909, 'JPM': -0.004962369665934618, 'DIS': -0.005620758358732724, 'MCD': -0.005874622798625463, 'PG': -0.007107501305632433, 'KO': -0.009370041000304813}",0.8132,"{'formula_version': 'market-regime-cash-v1', 'benchmark': 'DIA', 'as_of_date': '2019-12-31', 'data_quality': 'complete', 'observations': 1569, 'regime': 'risk_on', 'target_cash_weight': 0.1868, 'target_equity_weight': 0.8132, 'scores': {'overheat': 0.379146, 'fear': 0.0, 'outlook': 0.579856}, 'components': {'overheat': {'distance_above_200d': 0.176762, 'rsi': 0.960677, 'six_month_momentum': 0.0}, 'fear': {'drawdown': 0.0, 'rsi': 0.0, 'realized_volatility': 0.0}, 'outlook': {'price_vs_200d': 0.765143, '50d_vs_200d': 0.587703, 'six_month_momentum': 0.386723}}, 'metrics': {'close': 253.2437438964844, 'sma_50': 246.30451354980468, 'sma_200': 235.24420669555664, 'distance_to_sma_200': 0.07651426342763035, 'sma_50_to_sma_200': 0.04701627729588176, 'momentum_126': 0.07734453621574144, 'rsi_14': 79.21354569352101, 'drawdown_from_252d_peak': -0.004295788653653543, 'realized_volatility_20': 0.07466522774174307}, 'rationale': ['가격의 장기 추세 이격·RSI·6개월 상승률이 과열 현금 확대 요인', '200일 추세·50/200일 추세·6개월 모멘텀이 긍정적이라 현금 축소']}",1.2794469309830085,0.0015843587265595108,1.2383153128064766
2020-03-31,2020-04-01,ridge_cross_sectional_next_month_return,"{'alpha': 0.1, 'top_n': 30, 'weighting': 'equal', 'rebalance_months': 3}","['INTC', 'AAPL', 'RTX', 'V', 'NKE', 'UNH', 'CAT', 'GS', 'CVX', 'CSCO', 'JNJ', 'DOW', 'WBA', 'MSFT', 'IBM', 'AXP', 'MMM', 'VZ', 'JPM', 'TRV', 'WMT', 'HD', 'XOM', 'PFE', 'MCD', 'DIS', 'MRK', 'KO', 'BA', 'PG']","{'INTC': 0.011051696348201773, 'AAPL': 0.009040402887027045, 'RTX': 0.004523373919347754, 'V': 0.004020104612317854, 'NKE': 0.004007200418328451, 'UNH': 0.0037415510899649904, 'CAT': 0.0033997545658810517, 'GS': 0.002920483407670391, 'CVX': 0.0025512562476475843, 'CSCO': 0.001694890255516847, 'JNJ': 0.0014660109339093477, 'DOW': 0.0014523053295744332, 'WBA': 0.0010574077996951146, 'MSFT': 0.0009702532778099997, 'IBM': 0.0006740870086509223, 'AXP': 0.0006266521129181116, 'MMM': 0.00024145752502600145, 'VZ': 0.0002014871125605132, 'JPM': -0.0006125801895356109, 'TRV': -0.0006335442864395865, 'WMT': -0.0011117137059967505, 'HD': -0.0015128290578208733, 'XOM': -0.002437732475489765, 'PFE': -0.0027654334481088897, 'MCD': -0.0031697577818651027, 'DIS': -0.0056775597907600265, 'MRK': -0.0058767313201921806, 'KO': -0.006556191497441893, 'BA': -0.007539201421809796, 'PG': -0.009905081343525551}",0.7912,"{'formula_version': 'market-regime-cash-v1', 'benchmark': 'DIA', 'as_of_date': '2020-03-31', 'data_quality': 'complete', 'observations': 1631, 'regime': 'fear_risk_off', 'target_cash_weight': 0.2088, 'target_equity_weight': 0.7912, 'scores': {'overheat': 0.0, 'fear': 0.597554, 'outlook': -0.742089}, 'components': {'overheat': {'distance_above_200d': 0.0, 'rsi': 0.0, 'six_month_momentum': 0.0}, 'fear': {'drawdown': 0.792662, 'rsi': 0.0, 'realized_volatility': 1.0}, 'outlook': {'price_vs_200d': -1.0, '50d_vs_200d': -0.346597, 'six_month_momentum': -0.87967}}, 'metrics': {'close': 195.9480743408203, 'sma_50': 231.50957244873047, 'sma_200': 238.11187393188476, 'distance_to_sma_200': -0.1770755859202805, 'sma_50_to_sma_200': -0.027727728878581548, 'momentum_126': -0.17593404419338343, 'rsi_14': 45.400283377898496, 'drawdown_from_252d_peak': -0.25438566848958677, 'realized_volatility_20': 1.0255791565339452}, 'rationale': ['낙폭·과매도·실현변동성의 공포 점수가 현금 확대 폭을 상쇄', '중장기 추세와 모멘텀이 부정적이라 현금 확대']}",0.10387623032124761,0.0001022302843518865,0.9841547391133577
2020-06-30,2020-07-01,ridge_cross_sectional_next_month_return,"{'alpha': 0.1, 'top_n': 30, 'weighting': 'equal', 'rebalance_months': 3}","['AAPL', 'INTC', 'V', 'CSCO', 'CVX', 'AXP', 'UNH', 'NKE', 'RTX', 'MCD', 'TRV', 'WMT', 'HD', 'IBM', 'VZ', 'MSFT', 'DOW', 'PFE', 'MMM', 'GS', 'JNJ', 'XOM', 'WBA', 'CAT', 'DIS', 'MRK', 'JPM', 'KO', 'PG', 'BA']","{'AAPL': 0.007673029010032985, 'INTC': 0.007322529994474187, 'V': 0.005481936714633087, 'CSCO': 0.004994609378401813, 'CVX': 0.003992171385299845, 'AXP': 0.003586615069612744, 'UNH': 0.0021503104230040735, 'NKE': 0.0020663175494244593, 'RTX': 0.0018859828285749088, 'MCD': 0.0018616098658877141, 'TRV': 0.001306362050771713, 'WMT': 0.001201760348010558, 'HD': 0.0007470495472289857, 'IBM': 0.00032256934076566176, 'VZ': 0.00018294365833063184, 'MSFT': 0.00014167496113108233, 'DOW': 4.8246361138598245e-05, 'PFE': -0.00034844239496616803, 'MMM': -0.0003786168473853017, 'GS': -0.0004574010669268297, 'JNJ': -0.0006903052158196618, 'XOM': -0.0011511570528877782, 'WBA': -0.0017643556798528242, 'CAT': -0.002000016479417578, 'DIS': -0.003352660990822175, 'MRK': -0.0043651147053210835, 'JPM': -0.005106566227629598, 'KO': -0.0055018442791864835, 'PG': -0.006550408082910445, 'BA': -0.00769761216812484}",0.8173,"{'formula_version': 'market-regime-cash-v1', 'benchmark': 'DIA', 'as_of_date': '2020-06-30', 'data_quality': 'complete', 'observations': 1694, 'regime': 'neutral', 'target_cash_weight': 0.1827, 'target_equity_weight': 0.8173, 'scores': {'overheat': 0.0, 'fear': 0.233871, 'outlook': -0.338739}, 'components': {'overheat': {'distance_above_200d': 0.0, 'rsi': 0.0, 'six_month_momentum': 0.0}, 'fear': {'drawdown': 0.173767, 'rsi': 0.0, 'realized_volatility': 0.527846}, 'outlook': {'price_vs_200d': -0.087036, '50d_vs_200d': -0.513587, 'six_month_momentum': -0.415594}}, 'metrics': {'close': 231.730224609375, 'sma_50': 224.16014099121094, 'sma_200': 233.76482162475585, 'distance_to_sma_200': -0.008703606476114012, 'sma_50_to_sma_200': -0.04108693757593074, 'momentum_126': -0.08311879407382627, 'rsi_14': 40.36989154894754, 'drawdown_from_252d_peak': -0.11822875986853798, 'realized_volatility_20': 0.3583538202447689}, 'rationale': ['중장기 추세와 모멘텀이 부정적이라 현금 확대']}",0.0681863358462506,7.789873718912605e-05,1.1424391151443505
2020-09-30,2020-10-01,ridge_cross_sectional_next_month_return,"{'alpha': 0.1, 'top_n': 30, 'weighting': 'equal', 'rebalance_months': 3}","['AAPL', 'CSCO', 'V', 'INTC', 'CVX', 'AXP', 'DOW', 'AMGN', 'TRV', 'CAT', 'MSFT', 'WMT', 'MMM', 'WBA', 'VZ', 'GS', 'IBM', 'HD', 'DIS', 'CRM', 'MCD', 'MRK', 'UNH', 'JNJ', 'HON', 'PG', 'JPM', 'KO', 'NKE', 'BA']","{'AAPL': 0.0088921108662149, 'CSCO': 0.0052961851685612215, 'V': 0.005076254060133552, 'INTC': 0.004499122045169356, 'CVX': 0.003930190360361584, 'AXP': 0.003596666062581642, 'DOW': 0.0033513427241274422, 'AMGN': 0.0030065459812040926, 'TRV': 0.0017233913028457835, 'CAT': 0.001495927112152471, 'MSFT': 0.0013723210882078916, 'WMT': 0.00124605271408707, 'MMM': 0.0011158034738868786, 'WBA': 0.0010091967509487142, 'VZ': 0.0006027692706554251, 'GS': 0.0004573842844165892, 'IBM': -0.0007591763455282855, 'HD': -0.000996852629054028, 'DIS': -0.0011758196113701028, 'CRM': -0.0013126500281467179, 'MCD': -0.0016001534502428408, 'MRK': -0.001667560793269204, 'UNH': -0.0018806844118746003, 'JNJ': -0.002883964432993785, 'HON': -0.0032618172121051496, 'PG': -0.003610998166780063, 'JPM': -0.004046389027684142, 'KO': -0.006458967350508696, 'NKE': -0.006692627235637741, 'BA': -0.007088384417695685}",0.8563,"{'formula_version': 'market-regime-cash-v1', 'benchmark': 'DIA', 'as_of_date': '2020-09-30', 'data_quality': 'complete', 'observations': 1758, 'regime': 'risk_on', 'target_cash_weight': 0.1437, 'target_equity_weight': 0.8563, 'scores': {'overheat': 0.301265, 'fear': 0.01791, 'outlook': 0.789734}, 'components': {'overheat': {'distance_above_200d': 0.104933, 'rsi': 0.0, 'six_month_momentum': 0.798861}, 'fear': {'drawdown': 0.0, 'rsi': 0.0, 'realized_volatility': 0.053729}, 'outlook': {'price_vs_200d': 0.6574, '50d_vs_200d': 0.711802, 'six_month_momentum': 1.0}}, 'metrics': {'close': 250.70916748046875, 'sma_50': 248.6399984741211, 'sma_200': 235.2442226409912, 'distance_to_sma_200': 0.06573995597366378, 'sma_50_to_sma_200': 0.05694412250698844, 'momentum_126': 0.33965816305980456, 'rsi_14': 53.52126823917503, 'drawdown_from_252d_peak': -0.04601079166849564, 'realized_volatility_20': 0.21611864129134276}, 'rationale': ['200일 추세·50/200일 추세·6개월 모멘텀이 긍정적이라 현금 축소']}",0.22728973827572058,0.00027018746713246576,1.1887358803885235
2020-12-31,2021-01-04,ridge_cross_sectional_next_month_return,"{'alpha': 10.0, 'top_n': 20, 'weighting': 'equal', 'rebalance_months': 1}","['INTC', 'DOW', 'CVX', 'AXP', 'AAPL', 'CAT', 'TRV', 'AMGN', 'CSCO', 'BA', 'HON', 'V', 'WMT', 'MSFT', 'VZ', 'MCD', 'CRM', 'MMM', 'JPM', 'GS']","{'INTC': 0.00721463301864959, 'DOW': 0.006180276481522905, 'CVX': 0.004421887307865356, 'AXP': 0.004123030841578404, 'AAPL': 0.004049323768392603, 'CAT': 0.003509191807116606, 'TRV': 0.0031732960936461394, 'AMGN': 0.0031293415552156607, 'CSCO': 0.0025601592366786613, 'BA': 0.0014806172792692814, 'HON': 0.0012469853009039853, 'V': 0.0011382805265668754, 'WMT': 0.0002748762067388611, 'MSFT': -3.772113268390087e-05, 'VZ': -7.375441616553572e-05, 'MCD': -8.224513721870937e-05, 'CRM': -0.00044986024895405253, 'MMM': -0.0010654756881362006, 'JPM': -0.0011681971387086628, 'GS': -0.0017324432234695102}",0.8385,"{'formula_version': 'market-regime-cash-v1', 'benchmark': 'DIA', 'as_of_date': '2020-12-31', 'data_quality': 'complete', 'observations': 1822, 'regime': 'risk_on', 'target_cash_weight': 0.1615, 'target_equity_weight': 0.8385, 'scores': {'overheat': 0.442647, 'fear': 0.0, 'outlook': 0.991826}, 'components': {'overheat': {'distance_above_200d': 0.684725, 'rsi': 0.326229, 'six_month_momentum': 0.316986}, 'fear': {'drawdown': 0.0, 'rsi': 0.0, 'realized_volatility': 0.0}, 'outlook': {'price_vs_200d': 1.0, '50d_vs_200d': 1.0, 'six_month_momentum': 0.975479}}, 'metrics': {'close': 277.5305480957031, 'sma_50': 265.5012854003906, 'sma_200': 240.76381996154785, 'distance_to_sma_200': 0.1527086924440193, 'sma_50_to_sma_200': 0.10274577568504073, 'momentum_126': 0.19509573090124377, 'rsi_14': 66.52458891450564, 'drawdown_from_252d_peak': 0.0, 'realized_volatility_20': 0.0789229084861156}, 'rationale': ['가격의 장기 추세 이격·RSI·6개월 상승률이 과열 현금 확대 요인', '200일 추세·50/200일 추세·6개월 모멘텀이 긍정적이라 현금 축소']}",0.5379818502076315,0.0007052931480579482,1.3109980342008634
2021-01-29,2021-02-01,ridge_cross_sectional_next_month_return,"{'alpha': 10.0, 'top_n': 20, 'weighting': 'equal', 'rebalance_months': 1}","['AXP', 'INTC', 'DOW', 'CVX', 'AAPL', 'V', 'TRV', 'CSCO', 'CAT', 'HON', 'GS', 'MMM', 'JPM', 'AMGN', 'VZ', 'KO', 'MCD', 'IBM', 'BA', 'WMT']","{'AXP': 0.007875411024254195, 'INTC': 0.0066994792000934535, 'DOW': 0.006178421859597307, 'CVX': 0.004917530265519688, 'AAPL': 0.0036055275828362518, 'V': 0.0030870012785402367, 'TRV': 0.0025597281597073513, 'CSCO': 0.002230564358078506, 'CAT': 0.0017993974031997794, 'HON': 0.0016356169566318032, 'GS': 0.001083318294312672, 'MMM': 0.0009478043322305053, 'JPM': 0.0009279270306259465, 'AMGN': 0.000868240056021792, 'VZ': 0.00028625342234886615, 'KO': -0.0004733973243235441, 'MCD': -0.0006631604784213341, 'IBM': -0.0014328570474954924, 'BA': -0.001442144711280697, 'WMT': -0.0015730749034200016}",0.9311,"{'formula_version': 'market-regime-cash-v1', 'benchmark': 'DIA', 'as_of_date': '2021-01-29', 'data_quality': 'complete', 'observations': 1841, 'regime': 'risk_on', 'target_cash_weight': 0.0689, 'target_equity_weight': 0.9311, 'scores': {'overheat': 0.153137, 'fear': 0.198118, 'outlook': 0.896373}, 'components': {'overheat': {'distance_above_200d': 0.29387, 'rsi': 0.0, 'six_month_momentum': 0.165542}, 'fear': {'drawdown': 0.0, 'rsi': 0.594355, 'realized_volatility': 0.0}, 'outlook': {'price_vs_200d': 0.940806, '50d_vs_200d': 1.0, 'six_month_momentum': 0.748312}}, 'metrics': {'close': 272.21551513671875, 'sma_50': 275.0565466308594, 'sma_200': 248.80755935668947, 'distance_to_sma_200': 0.09408056507829698, 'sma_50_to_sma_200': 0.10549915501779217, 'momentum_126': 0.14966246228055047, 'rsi_14': 28.11290647497269, 'drawdown_from_252d_peak': -0.038670108071447884, 'realized_volatility_20': 0.14117148062232468}, 'rationale': ['200일 추세·50/200일 추세·6개월 모멘텀이 긍정적이라 현금 축소']}",0.2695945476925029,0.00035148660213780715,1.3037600542972017
2021-02-26,2021-03-01,ridge_cross_sectional_next_month_return,"{'alpha': 10.0, 'top_n': 20, 'weighting': 'equal', 'rebalance_months': 1}","['INTC', 'DOW', 'AAPL', 'MMM', 'TRV', 'IBM', 'CVX', 'WBA', 'V', 'CSCO', 'AXP', 'JPM', 'AMGN', 'JNJ', 'VZ', 'KO', 'HON', 'CAT', 'MSFT', 'MCD']","{'INTC': 0.013866632008330515, 'DOW': 0.0059312856112087005, 'AAPL': 0.00421212621319229, 'MMM': 0.0039973051888132095, 'TRV': 0.0034818224945113206, 'IBM': 0.0034751565938601864, 'CVX': 0.0032993147515214985, 'WBA': 0.0032972958093636135, 'V': 0.002180873073512143, 'CSCO': 0.0019950113595345364, 'AXP': 0.0012400778443254542, 'JPM': 0.0008275813200248425, 'AMGN': 0.0004667894879176642, 'JNJ': 0.00012525304787217246, 'VZ': -0.0005128748970862308, 'KO': -0.0006159372748845496, 'HON': -0.0006292467380211507, 'CAT': -0.0013874678593981042, 'MSFT': -0.0016058806326865209, 'MCD': -0.002722795892980377}",0.9043999999999999,"{'formula_version': 'market-regime-cash-v1', 'benchmark': 'DIA', 'as_of_date': '2021-02-26', 'data_quality': 'complete', 'observations': 1860, 'regime': 'risk_on', 'target_cash_weight': 0.0956, 'target_equity_weight': 0.9044, 'scores': {'overheat': 0.11697, 'fear': 0.0, 'outlook': 0.836617}, 'components': {'overheat': {'distance_above_200d': 0.344343, 'rsi': 0.0, 'six_month_momentum': 0.006567}, 'fear': {'drawdown': 0.0, 'rsi': 0.0, 'realized_volatility': 0.0}, 'outlook': {'price_vs_200d': 1.0, '50d_vs_200d': 1.0, 'six_month_momentum': 0.50985}}, 'metrics': {'close': 281.5044860839844, 'sma_50': 280.2970849609375, 'sma_200': 255.529541015625, 'distance_to_sma_200': 0.10165143711024416, 'sma_50_to_sma_200': 0.09692634302426129, 'momentum_126': 0.10196999165489107, 'rsi_14': 46.40511816416479, 'drawdown_from_252d_peak': -0.03154624275484308, 'realized_volatility_20': 0.14651090538653797}, 'rationale': ['200일 추세·50/200일 추세·6개월 모멘텀이 긍정적이라 현금 축소']}",0.33330684142659334,0.00046255171682141615,1.3877654441224165
2021-03-31,2021-04-01,ridge_cross_sectional_next_month_return,"{'alpha': 10.0, 'top_n': 20, 'weighting': 'equal', 'rebalance_months': 1}","['INTC', 'CSCO', 'CVX', 'DOW', 'IBM', 'V', 'TRV', 'WBA', 'MMM', 'VZ', 'AMGN', 'KO', 'CAT', 'AXP', 'WMT', 'JNJ', 'JPM', 'UNH', 'BA', 'MSFT']","{'INTC': 0.015207318146789479, 'CSCO': 0.006751971560010692, 'CVX': 0.0057727877682645715, 'DOW': 0.005265942710371799, 'IBM': 0.005226004104927448, 'V': 0.005208534732942906, 'TRV': 0.004257332638712546, 'WBA': 0.004097271387397294, 'MMM': 0.002957388628874455, 'VZ': 0.0025004408790340487, 'AMGN': 0.001871957311303572, 'KO': 0.0011777287946066533, 'CAT': 0.0001232442497101677, 'AXP': -8.545013947686229e-05, 'WMT': -0.0010729222099976309, 'JNJ': -0.0013298041169332378, 'JPM': -0.001368452693833129, 'UNH': -0.002060005207116497, 'BA': -0.002061102661984922, 'MSFT': -0.0020914938571776173}",0.8631,"{'formula_version': 'market-regime-cash-v1', 'benchmark': 'DIA', 'as_of_date': '2021-03-31', 'data_quality': 'complete', 'observations': 1883, 'regime': 'risk_on', 'target_cash_weight': 0.1369, 'target_equity_weight': 0.8631, 'scores': {'overheat': 0.34752, 'fear': 0.0, 'outlook': 1.0}, 'components': {'overheat': {'distance_above_200d': 0.621352, 'rsi': 0.041305, 'six_month_momentum': 0.379903}, 'fear': {'drawdown': 0.0, 'rsi': 0.0, 'realized_volatility': 0.0}, 'outlook': {'price_vs_200d': 1.0, '50d_vs_200d': 1.0, 'six_month_momentum': 1.0}}, 'metrics': {'close': 300.9754333496094, 'sma_50': 288.4327587890625, 'sma_200': 263.27388313293454, 'distance_to_sma_200': 0.143202773355374, 'sma_50_to_sma_200': 0.09556160815018844, 'momentum_126': 0.2139709347010581, 'rsi_14': 60.82609787624048, 'drawdown_from_252d_peak': -0.0044625931149544495, 'realized_volatility_20': 0.12853440840628114}, 'rationale': ['200일 추세·50/200일 추세·6개월 모멘텀이 긍정적이라 현금 축소']}",0.3057731727785123,0.00044586159300652825,1.458144901840324
2021-04-30,2021-05-03,ridge_cross_sectional_next_month_return,"{'alpha': 10.0, 'top_n': 20, 'weighting': 'equal', 'rebalance_months': 1}","['INTC', 'CSCO', 'WBA', 'CVX', 'IBM', 'V', 'AMGN', 'MMM', 'DOW', 'VZ', 'TRV', 'MSFT', 'CAT', 'WMT', 'KO', 'UNH', 'JNJ', 'JPM', 'HD', 'AXP']","{'INTC': 0.016736960691268694, 'CSCO': 0.008360401051140802, 'WBA': 0.005990506374451138, 'CVX': 0.005968990957666468, 'IBM': 0.005496603580911053, 'V': 0.004580074823809399, 'AMGN': 0.003916311566742361, 'MMM': 0.0035008370505258714, 'DOW': 0.003187843629921486, 'VZ': 0.0025729825436901607, 'TRV': 0.0024559278168343702, 'MSFT': 0.00040548339974621475, 'CAT': 0.000333757040629175, 'WMT': 0.000272105203616666, 'KO': 0.00013214114924479264, 'UNH': -0.00024106292506737692, 'JNJ': -0.0004121511487287315, 'JPM': -0.0013493839405278847, 'HD': -0.0015123770127843674, 'AXP': -0.0024650667208695894}",0.8477999999999999,"{'formula_version': 'market-regime-cash-v1', 'benchmark': 'DIA', 'as_of_date': '2021-04-30', 'data_quality': 'complete', 'observations': 1904, 'regime': 'risk_on', 'target_cash_weight': 0.1522, 'target_equity_weight': 0.8478, 'scores': {'overheat': 0.408764, 'fear': 0.0, 'outlook': 1.0}, 'components': {'overheat': {'distance_above_200d': 0.599498, 'rsi': 0.0, 'six_month_momentum': 0.626793}, 'fear': {'drawdown': 0.0, 'rsi': 0.0, 'realized_volatility': 0.0}, 'outlook': {'price_vs_200d': 1.0, '50d_vs_200d': 1.0, 'six_month_momentum': 1.0}}, 'metrics': {'close': 309.0622253417969, 'sma_50': 299.47862548828124, 'sma_200': 271.1251375579834, 'distance_to_sma_200': 0.13992464190340947, 'sma_50_to_sma_200': 0.104577126952067, 'momentum_126': 0.2880379481721007, 'rsi_14': 53.09582156934485, 'drawdown_from_252d_peak': -0.008541791447185143, 'realized_volatility_20': 0.09376898236096995}, 'rationale': ['가격의 장기 추세 이격·RSI·6개월 상승률이 과열 현금 확대 요인', '200일 추세·50/200일 추세·6개월 모멘텀이 긍정적이라 현금 축소']}",0.11517738699370213,0.00016990982539674622,1.4752012511452168
2021-05-28,2021-06-01,ridge_cross_sectional_next_month_return,"{'alpha': 10.0, 'top_n': 20, 'weighting': 'equal', 'rebalance_months': 1}","['INTC', 'CSCO', 'CVX', 'IBM', 'V', 'AMGN', 'DOW', 'WBA', 'MMM', 'VZ', 'TRV', 'JNJ', 'WMT', 'MSFT', 'HD', 'AXP', 'UNH', 'KO', 'CAT', 'AAPL']","{'INTC': 0.017186442371538664, 'CSCO': 0.008856044008795135, 'CVX': 0.008602084718927597, 'IBM': 0.008247795001141173, 'V': 0.005964320197323512, 'AMGN': 0.005797958495259228, 'DOW': 0.0036456113190518297, 'WBA': 0.0035080598082790253, 'MMM': 0.0030359544862907438, 'VZ': 0.0024549395347872325, 'TRV': 0.0012601743615808592, 'JNJ': 8.961958326276576e-05, 'WMT': -0.00018622906612950942, 'MSFT': -0.00036972585886664556, 'HD': -0.0009306875029454773, 'AXP': -0.0013175697446951105, 'UNH': -0.001430929185752791, 'KO': -0.002026233029592846, 'CAT': -0.0026636006674196936, 'AAPL': -0.0028446779605618734}",0.8785,"{'formula_version': 'market-regime-cash-v1', 'benchmark': 'DIA', 'as_of_date': '2021-05-28', 'data_quality': 'complete', 'observations': 1924, 'regime': 'risk_on', 'target_cash_weight': 0.1215, 'target_equity_weight': 0.8785, 'scores': {'overheat': 0.263955, 'fear': 0.0, 'outlook': 0.945147}, 'components': {'overheat': {'distance_above_200d': 0.568239, 'rsi': 0.0, 'six_month_momentum': 0.223627}, 'fear': {'drawdown': 0.0, 'rsi': 0.0, 'realized_volatility': 0.0}, 'outlook': {'price_vs_200d': 1.0, '50d_vs_200d': 1.0, 'six_month_momentum': 0.83544}}, 'metrics': {'close': 315.8218078613281, 'sma_50': 308.3860705566406, 'sma_200': 278.19929916381835, 'distance_to_sma_200': 0.13523581407498675, 'sma_50_to_sma_200': 0.10850771904729606, 'momentum_126': 0.16708808683289122, 'rsi_14': 47.91706663476973, 'drawdown_from_252d_peak': -0.004389734626404351, 'realized_volatility_20': 0.12884523813045773}, 'rationale': ['200일 추세·50/200일 추세·6개월 모멘텀이 긍정적이라 현금 축소']}",0.12038106013956355,0.0001814147165205742,1.5070038119804843
2021-06-30,2021-07-01,ridge_cross_sectional_next_month_return,"{'alpha': 10.0, 'top_n': 20, 'weighting': 'equal', 'rebalance_months': 1}","['INTC', 'CSCO', 'IBM', 'CVX', 'AMGN', 'V', 'DOW', 'WBA', 'MMM', 'JNJ', 'TRV', 'VZ', 'HD', 'CAT', 'UNH', 'MSFT', 'WMT', 'AAPL', 'MCD', 'AXP']","{'INTC': 0.019209570239252443, 'CSCO': 0.010429019433942689, 'IBM': 0.007092357003215045, 'CVX': 0.005431501249550453, 'AMGN': 0.0054111814614570064, 'V': 0.005354581607990287, 'DOW': 0.0052739689275419135, 'WBA': 0.004268738376140166, 'MMM': 0.0028207480228083807, 'JNJ': 0.0017308635206548626, 'TRV': 0.0016033155022205751, 'VZ': 0.0012785781616302654, 'HD': 0.0010924295356095908, 'CAT': 0.0010365720370702613, 'UNH': 0.00016482423655120077, 'MSFT': -0.0010740269855143872, 'WMT': -0.0013027248434564868, 'AAPL': -0.002465466816946383, 'MCD': -0.0028288187060116735, 'AXP': -0.00310476720461287}",0.8959,"{'formula_version': 'market-regime-cash-v1', 'benchmark': 'DIA', 'as_of_date': '2021-06-30', 'data_quality': 'complete', 'observations': 1946, 'regime': 'risk_on', 'target_cash_weight': 0.1041, 'target_equity_weight': 0.8959, 'scores': {'overheat': 0.180523, 'fear': 0.0, 'outlook': 0.910149}, 'components': {'overheat': {'distance_above_200d': 0.387938, 'rsi': 0.0, 'six_month_momentum': 0.153631}, 'fear': {'drawdown': 0.0, 'rsi': 0.0, 'realized_volatility': 0.0}, 'outlook': {'price_vs_200d': 1.0, '50d_vs_200d': 1.0, 'six_month_momentum': 0.730446}}, 'metrics': {'close': 315.6509704589844, 'sma_50': 312.7256872558594, 'sma_200': 284.834513092041, 'distance_to_sma_200': 0.10819074216959579, 'sma_50_to_sma_200': 0.09792062717766825, 'momentum_126': 0.14608919710549406, 'rsi_14': 50.830890228637166, 'drawdown_from_252d_peak': -0.007033732385428593, 'realized_volatility_20': 0.1108679291423054}, 'rationale': ['200일 추세·50/200일 추세·6개월 모멘텀이 긍정적이라 현금 축소']}",0.11980651404064616,0.00017930834104180478,1.4966493473048696
