signal_date,execution_date,expected_members,eligible_members,missing_members,coverage,selected,selected_momentum,target_invested_weight,parameters,coverage_gate_passed,turnover,transaction_cost,portfolio_value_before_trade
2018-11-30,2018-12-03,30,29,['WBA'],0.9666666666666667,"['MCD', 'MRK', 'KO', 'PG', 'PFE']","{'MCD': 0.1691582043071762, 'MRK': 0.16462069324058626, 'KO': 0.14944241584520435, 'PG': 0.14942828384590445, 'PFE': 0.12203164702144109}",1.0,"{'lookback_days': 63, 'skip_recent_days': 0, 'top_n': 5}",True,0.8001600320060697,0.0008815201355210047,1.1016797893678323
2018-12-31,2019-01-02,30,29,['WBA'],0.9666666666666667,"['MRK', 'PFE', 'PG', 'MCD', 'VZ', 'WMT', 'KO', 'JNJ', 'DIS', 'MSFT']","{'MRK': 0.27628730675627944, 'PFE': 0.22275006219067306, 'PG': 0.19874258064230177, 'MCD': 0.1473639851675277, 'VZ': 0.14295330596288802, 'WMT': 0.09985150307093948, 'KO': 0.09736361121265236, 'JNJ': 0.07744595705306478, 'DIS': 0.06276845947810239, 'MSFT': 0.038447931090751286}",1.0,"{'lookback_days': 126, 'skip_recent_days': 0, 'top_n': 10}",True,1.0000000000000069,0.0010388647104461381,1.038864710446131
2019-01-31,2019-02-01,30,29,['WBA'],0.9666666666666667,"['PG', 'MCD', 'MRK', 'CSCO', 'BA', 'PFE', 'VZ', 'WMT', 'UNH', 'NKE']","{'PG': 0.21281134805545898, 'MCD': 0.1489490895489296, 'MRK': 0.14563752106564953, 'CSCO': 0.1345081721175274, 'BA': 0.09266058319752601, 'PFE': 0.08987232462788985, 'VZ': 0.0892940111816578, 'WMT': 0.08609870572145395, 'UNH': 0.07407803940866464, 'NKE': 0.07041074013795834}",1.0,"{'lookback_days': 126, 'skip_recent_days': 0, 'top_n': 10}",True,0.8171643771715352,0.0008734698512715795,1.068903485850589
2019-02-28,2019-03-01,30,29,['WBA'],0.9666666666666667,"['BA', 'PG', 'MRK', 'MCD', 'CSCO', 'INTC', 'VZ', 'PFE', 'WMT', 'NKE']","{'BA': 0.25575892696673175, 'PG': 0.20094857064242766, 'MRK': 0.1946423313861081, 'MCD': 0.1672075159433759, 'CSCO': 0.12735712853522263, 'INTC': 0.1092268517809547, 'VZ': 0.0601890759035546, 'PFE': 0.059789441496276075, 'WMT': 0.05278403409996835, 'NKE': 0.042906480270522795}",1.0,"{'lookback_days': 126, 'skip_recent_days': 0, 'top_n': 10}",True,0.21545987426324792,0.00024052572465425932,1.1163365126649338
2019-03-29,2019-04-01,30,29,['WBA'],0.9666666666666667,"['PG', 'MRK', 'INTC', 'MCD', 'VZ', 'CSCO', 'TRV', 'BA', 'V', 'MSFT']","{'PG': 0.27071400639088083, 'MRK': 0.19893870173169637, 'INTC': 0.18994464825798985, 'MCD': 0.16003567325321377, 'VZ': 0.13679317964353355, 'CSCO': 0.13149938661749694, 'TRV': 0.07197122897787844, 'BA': 0.05499918534643511, 'V': 0.050067110376882606, 'MSFT': 0.043651016304192325}",1.0,"{'lookback_days': 126, 'skip_recent_days': 0, 'top_n': 10}",True,0.627745743900496,0.0007031477239318135,1.1201154779048084
2019-04-30,2019-05-01,30,28,"['DOW', 'WBA']",0.9333333333333333,"['CSCO', 'CAT', 'MSFT', 'PG', 'DIS', 'NKE', 'TRV', 'V', 'INTC', 'RTX']","{'CSCO': 0.24785940624267533, 'CAT': 0.2208550516580272, 'MSFT': 0.21629168401998689, 'PG': 0.21438004053562598, 'DIS': 0.20911359438401877, 'NKE': 0.2081713578267672, 'TRV': 0.2000169687167468, 'V': 0.174300345093223, 'INTC': 0.1664809598036665, 'RTX': 0.15980934670976388}",1.0,"{'lookback_days': 126, 'skip_recent_days': 0, 'top_n': 10}",True,0.8140697706043544,0.0009217919417450896,1.1323254775334106
2019-05-31,2019-06-03,30,28,"['DOW', 'WBA']",0.9333333333333333,"['V', 'DIS', 'MSFT', 'CSCO', 'TRV', 'PG', 'HD', 'MCD', 'BA', 'WMT']","{'V': 0.19093641694725827, 'DIS': 0.1682545121247696, 'MSFT': 0.1635990001611456, 'CSCO': 0.14407703516562376, 'TRV': 0.13673389479567155, 'PG': 0.12657644737904516, 'HD': 0.11077165336512018, 'MCD': 0.09374689206885689, 'BA': 0.08574227801734757, 'WMT': 0.08467040871470188}",1.0,"{'lookback_days': 126, 'skip_recent_days': 0, 'top_n': 10}",True,0.8002541179799558,0.0008426170161796901,1.0529368075064318
2019-06-28,2019-07-01,30,28,"['DOW', 'WBA']",0.9333333333333333,"['MSFT', 'V', 'AXP', 'DIS', 'CSCO', 'AAPL', 'TRV', 'GS', 'RTX', 'IBM']","{'MSFT': 0.3345539413248486, 'V': 0.31899330164431516, 'AXP': 0.31373040923569495, 'DIS': 0.31092746129835813, 'CSCO': 0.29347410500040416, 'AAPL': 0.27783730731648615, 'TRV': 0.27439987649997954, 'GS': 0.24751897134676804, 'RTX': 0.24523649102604939, 'IBM': 0.24067374505304517}",1.0,"{'lookback_days': 126, 'skip_recent_days': 0, 'top_n': 10}",True,1.0106730509553947,0.001144545183868635,1.1324583976852753
2019-07-31,2019-08-01,30,28,"['DOW', 'WBA']",0.9333333333333333,"['DIS', 'AAPL', 'V', 'MSFT', 'PG', 'AXP', 'CSCO', 'HD', 'TRV', 'WMT']","{'DIS': 0.3065980087983866, 'AAPL': 0.2997135854634274, 'V': 0.2978562578056969, 'MSFT': 0.2912067962332596, 'PG': 0.2657970182701621, 'AXP': 0.21944684671348713, 'CSCO': 0.20108308876305014, 'HD': 0.18998368599628934, 'TRV': 0.17810464557508476, 'WMT': 0.17682899730413681}",1.0,"{'lookback_days': 126, 'skip_recent_days': 0, 'top_n': 10}",True,0.6208327640862508,0.0007177424611833064,1.156096299523896
2019-08-30,2019-09-03,30,28,"['DOW', 'WBA']",0.9333333333333333,"['HD', 'MSFT', 'PG', 'V', 'KO', 'MCD', 'DIS', 'AAPL', 'WMT', 'TRV']","{'HD': 0.25791717697917926, 'MSFT': 0.23669237837887014, 'PG': 0.23255642935139198, 'V': 0.22573271893810865, 'KO': 0.22571519159696152, 'MCD': 0.2204760186866106, 'DIS': 0.20799460496184663, 'AAPL': 0.19613291534039323, 'WMT': 0.18603515216645894, 'TRV': 0.12481056147782588}",1.0,"{'lookback_days': 126, 'skip_recent_days': 0, 'top_n': 10}",True,0.40965487257220723,0.00046554380568414506,1.1364293136830361
2019-09-30,2019-10-01,30,29,['WBA'],0.9666666666666667,"['WMT', 'PG', 'HD', 'KO', 'AAPL', 'MSFT', 'DIS', 'MCD', 'JPM', 'NKE']","{'WMT': 0.2256978816848232, 'PG': 0.21641468809573516, 'HD': 0.2015654327209253, 'KO': 0.18292167960458805, 'AAPL': 0.1801231604335607, 'MSFT': 0.1763509155032652, 'DIS': 0.16547026667927733, 'MCD': 0.1524460899166442, 'JPM': 0.14134325290342953, 'NKE': 0.10788088479326041}",1.0,"{'lookback_days': 126, 'skip_recent_days': 0, 'top_n': 10}",True,0.4228608789897791,0.00048723339515487735,1.1522309567129623
2019-10-31,2019-11-01,30,29,['WBA'],0.9666666666666667,"['PG', 'HD', 'AAPL', 'WMT', 'KO', 'MSFT', 'V', 'INTC', 'UNH', 'MRK']","{'PG': 0.18888399896328578, 'HD': 0.18502171706297, 'AAPL': 0.1837864223643968, 'WMT': 0.16049376255925862, 'KO': 0.13415382916481144, 'MSFT': 0.12009242267208031, 'V': 0.10709484041936279, 'INTC': 0.10647766914863377, 'UNH': 0.09944423232569566, 'MRK': 0.09773192692808608}",1.0,"{'lookback_days': 126, 'skip_recent_days': 0, 'top_n': 10}",True,0.8065285256106905,0.0009409590715611884,1.166677980606711
2019-11-29,2019-12-02,30,29,['WBA'],0.9666666666666667,"['AAPL', 'INTC', 'MSFT', 'JPM', 'GS', 'CAT', 'NKE', 'UNH', 'PG', 'RTX']","{'AAPL': 0.5526305488553662, 'INTC': 0.35213001453344894, 'MSFT': 0.2717031957213851, 'JPM': 0.2563944583972353, 'GS': 0.22274735640854937, 'CAT': 0.21831735608600522, 'NKE': 0.20543972844140845, 'UNH': 0.19392561792737273, 'PG': 0.1910904532325861, 'RTX': 0.18213468695903456}",1.0,"{'lookback_days': 126, 'skip_recent_days': 0, 'top_n': 10}",True,1.008788781814663,0.0012028269187649911,1.1923476355489224
2019-12-31,2020-01-02,30,29,['WBA'],0.9666666666666667,"['UNH', 'AAPL', 'CAT', 'JPM', 'DOW']","{'UNH': 0.35863984133626103, 'AAPL': 0.31141915303653134, 'CAT': 0.21631773436501223, 'JPM': 0.21606797984734505, 'DOW': 0.20580280759147973}",1.0,"{'lookback_days': 63, 'skip_recent_days': 0, 'top_n': 5}",True,1.1888679595690659,0.0014820948667566378,1.2466437965860053
2020-01-31,2020-02-03,30,29,['WBA'],0.9666666666666667,"['AAPL', 'MSFT', 'INTC', 'JNJ', 'V']","{'AAPL': 0.27616247963932117, 'MSFT': 0.18117171207549565, 'INTC': 0.1357216007350801, 'JNJ': 0.12843577021834807, 'V': 0.11187339394743767}",1.0,"{'lookback_days': 63, 'skip_recent_days': 0, 'top_n': 5}",True,1.5990405756544015,0.0018497000675697973,1.1567561797566108
2020-02-28,2020-03-02,30,29,['WBA'],0.9666666666666667,"['MSFT', 'AAPL', 'MCD']","{'MSFT': 0.06855601412654422, 'AAPL': 0.0367730115424143, 'MCD': 0.013541687861710283}",0.6000000000000001,"{'lookback_days': 63, 'skip_recent_days': 0, 'top_n': 5}",True,0.8001600320060248,0.0008526224719273534,1.065564934291711
2020-03-31,2020-04-01,30,29,['WBA'],0.9666666666666667,['MSFT'],{'MSFT': 0.0034945726470771987},0.2,"{'lookback_days': 63, 'skip_recent_days': 0, 'top_n': 5}",True,0.367684688933618,0.0003621540351766638,0.9849581613719229
2020-04-30,2020-05-01,30,29,['WBA'],0.9666666666666667,"['WMT', 'UNH', 'MSFT', 'PFE', 'JNJ']","{'WMT': 0.04724513056906643, 'UNH': 0.04540118224531908, 'MSFT': 0.04004814156270253, 'PFE': 0.03479904201341255, 'JNJ': 0.004234545423026148}",1.0,"{'lookback_days': 63, 'skip_recent_days': 0, 'top_n': 5}",True,0.8226594868675481,0.0008341280403984446,1.0139408269326176
2020-05-29,2020-06-01,30,29,['WBA'],0.9666666666666667,"['CSCO', 'UNH', 'AAPL', 'WMT', 'PFE']","{'CSCO': 0.20895066520164152, 'UNH': 0.20085705889958816, 'AAPL': 0.1662302512324989, 'WMT': 0.16230583423164813, 'PFE': 0.15411711744384404}",1.0,"{'lookback_days': 63, 'skip_recent_days': 0, 'top_n': 5}",True,0.8250196776003111,0.0008449508322304744,1.0241583990919294
2020-06-30,2020-07-01,30,29,['WBA'],0.9666666666666667,"['AAPL', 'DOW', 'HD', 'MSFT', 'GS']","{'AAPL': 0.4384659758984739, 'DOW': 0.41892417329583154, 'HD': 0.3497179732149758, 'MSFT': 0.2940005450842451, 'GS': 0.2863403815145318}",1.0,"{'lookback_days': 63, 'skip_recent_days': 0, 'top_n': 5}",True,1.5990405756543937,0.0016540009522708144,1.0343708455264986
2020-07-31,2020-08-03,30,29,['WBA'],0.9666666666666667,"['AAPL', 'DOW', 'HD', 'CAT', 'TRV']","{'AAPL': 0.47435054159513457, 'DOW': 0.23179188611535606, 'HD': 0.2219210692400042, 'CAT': 0.20738840430198335, 'TRV': 0.19921794645129398}",1.0,"{'lookback_days': 63, 'skip_recent_days': 0, 'top_n': 5}",True,0.8184566963102794,0.0008967265305811679,1.0956310023776947
2020-08-31,2020-09-01,30,29,['WBA'],0.9666666666666667,"['AAPL', 'CRM', 'MSFT', 'PG', 'CAT']","{'AAPL': 0.5992161942169616, 'CRM': 0.5648852969128273, 'MSFT': 0.2226227627683317, 'PG': 0.17908604750666957, 'CAT': 0.16263194359397248}",1.0,"{'lookback_days': 63, 'skip_recent_days': 0, 'top_n': 5}",True,1.208122308264215,0.0014482751266383827,1.1987818755860988
2020-09-30,2020-10-01,30,29,['WBA'],0.9666666666666667,"['CRM', 'NKE', 'AAPL', 'MCD', 'CAT']","{'CRM': 0.3097088240202488, 'NKE': 0.2917670547840081, 'AAPL': 0.2745466714318203, 'MCD': 0.1955711920922536, 'CAT': 0.19202766629822077}",1.0,"{'lookback_days': 63, 'skip_recent_days': 0, 'top_n': 5}",True,0.8469316661411317,0.0009811562203035783,1.1584833340498566
2020-10-30,2020-11-02,30,29,['WBA'],0.9666666666666667,"['NKE', 'CAT', 'DOW', 'CRM', 'HON']","{'NKE': 0.22389904300966723, 'CAT': 0.19903786822886027, 'DOW': 0.15216914617998523, 'CRM': 0.14311747644100592, 'HON': 0.11682889923572559}",1.0,"{'lookback_days': 63, 'skip_recent_days': 0, 'top_n': 5}",True,0.8225753385538691,0.0009248659029718343,1.1243540374037926
2020-11-30,2020-12-01,30,29,['WBA'],0.9666666666666667,"['HON', 'CAT', 'BA', 'NKE', 'DOW']","{'HON': 0.2375482214448612, 'CAT': 0.22725273959260384, 'BA': 0.22634150699495836, 'NKE': 0.2038611255053573, 'DOW': 0.18962402710824655}",1.0,"{'lookback_days': 63, 'skip_recent_days': 0, 'top_n': 5}",True,0.41939910133738256,0.000535245323132589,1.276219527952719
2020-12-31,2021-01-04,30,29,['WBA'],0.9666666666666667,"['AAPL', 'CAT', 'CRM', 'HON', 'DOW']","{'AAPL': 0.5151746669490869, 'CAT': 0.3818856426826511, 'CRM': 0.3792215372592225, 'HON': 0.3585790862531135, 'DOW': 0.3220506419743474}",1.0,"{'lookback_days': 126, 'skip_recent_days': 21, 'top_n': 5}",True,0.8001600320063967,0.0010464067292194638,1.3077468098420324
2021-01-29,2021-02-01,30,29,['WBA'],0.9666666666666667,"['DIS', 'AAPL', 'HON', 'NKE', 'CAT']","{'DIS': 0.589992053477745, 'AAPL': 0.4840597070372814, 'HON': 0.4613639355892569, 'NKE': 0.4499654289229651, 'CAT': 0.4154951518463137}",1.0,"{'lookback_days': 126, 'skip_recent_days': 21, 'top_n': 5}",True,0.8218074686557117,0.0010546438974285567,1.2833223566995706
2021-02-26,2021-03-01,30,29,['WBA'],0.9666666666666667,"['AAPL', 'DIS', 'GS', 'NKE', 'JPM']","{'AAPL': 0.5287706197010384, 'DIS': 0.40325355727658074, 'GS': 0.3713105331094413, 'NKE': 0.36672314142591533, 'JPM': 0.33555095082321906}",1.0,"{'lookback_days': 126, 'skip_recent_days': 21, 'top_n': 5}",True,0.8681653227088233,0.0011755482067491339,1.3540603108647828
2021-03-31,2021-04-01,30,29,['WBA'],0.9666666666666667,"['GS', 'CAT', 'JPM', 'DIS', 'DOW']","{'GS': 0.6179928071018146, 'CAT': 0.5198328397155161, 'JPM': 0.4838219457964539, 'DIS': 0.43086904942845705, 'DOW': 0.3946534959668371}",1.0,"{'lookback_days': 126, 'skip_recent_days': 21, 'top_n': 5}",True,0.8116503462832922,0.0010916656809957267,1.344995028948956
2021-04-30,2021-05-03,30,29,['WBA'],0.9666666666666667,"['GS', 'JPM', 'CAT', 'BA', 'CVX']","{'GS': 0.6772894985024758, 'JPM': 0.6229583458489976, 'CAT': 0.5909879411780974, 'BA': 0.556968164533763, 'CVX': 0.4997908393092878}",1.0,"{'lookback_days': 126, 'skip_recent_days': 21, 'top_n': 5}",True,0.808070081113604,0.001107538430549856,1.3705970019624456
2021-05-28,2021-06-01,30,29,['WBA'],0.9666666666666667,"['GS', 'AXP', 'JPM', 'CVX', 'BA']","{'GS': 0.8207684827504313, 'AXP': 0.639509163178499, 'JPM': 0.5828879101794893, 'CVX': 0.5825961235264359, 'BA': 0.5198402093060721}",1.0,"{'lookback_days': 126, 'skip_recent_days': 21, 'top_n': 5}",True,0.4146810000168638,0.0006042008995477713,1.4570257608214512
2021-06-30,2021-07-01,30,29,['WBA'],0.9666666666666667,"['GS', 'CAT', 'JPM', 'AXP', 'DOW']","{'GS': 0.6454489370113894, 'CAT': 0.40024416492125403, 'JPM': 0.38781458318661266, 'AXP': 0.36684758475137147, 'DOW': 0.29812410020381597}",1.0,"{'lookback_days': 126, 'skip_recent_days': 21, 'top_n': 5}",True,0.8182564390311274,0.0011768764757381675,1.4382734062339566
2021-07-30,2021-08-02,30,29,['WBA'],0.9666666666666667,"['GS', 'AXP', 'CVX', 'JPM', 'CAT']","{'GS': 0.4817548896180339, 'AXP': 0.4077175773487349, 'CVX': 0.27078091374105684, 'JPM': 0.26056202486648217, 'CAT': 0.2441370489799659}",1.0,"{'lookback_days': 126, 'skip_recent_days': 21, 'top_n': 5}",True,0.414910290169172,0.0005872093393156146,1.4152681994852208
2021-08-31,2021-09-01,30,29,['WBA'],0.9666666666666667,"['AXP', 'GS', 'UNH', 'NKE', 'CSCO']","{'AXP': 0.4545140413325175, 'GS': 0.3866623891397971, 'UNH': 0.25321539184453146, 'NKE': 0.24850266908180418, 'CSCO': 0.23869776788124986}",1.0,"{'lookback_days': 126, 'skip_recent_days': 21, 'top_n': 5}",True,1.2184803985858106,0.0017599421775830694,1.4443746322269022
